"Date","Time","---","Sensor Name","Data"
"1:25:31","9/3/17","DATA","PRESSURE_S:","877.08"
"1:25:34","9/3/17","DATA","PRESSURE_S:","876.62"
"1:25:38","9/3/17","DATA","PRESSURE_S:","876.72"
"1:25:41","9/3/17","DATA","PRESSURE_S:","876.84"
"1:25:45","9/3/17","DATA","PRESSURE_S:","876.78"
"1:25:48","9/3/17","DATA","PRESSURE_S:","877.30"
"1:25:52","9/3/17","DATA","PRESSURE_S:","878.04"
"1:25:55","9/3/17","DATA","PRESSURE_S:","877.20"
"1:25:59","9/3/17","DATA","PRESSURE_S:","877.04"
"1:26:02","9/3/17","DATA","PRESSURE_S:","877.18"
"1:26:06","9/3/17","DATA","PRESSURE_S:","877.20"
"1:26:09","9/3/17","DATA","PRESSURE_S:","877.06"
"1:26:13","9/3/17","DATA","PRESSURE_S:","877.26"
"1:26:16","9/3/17","DATA","PRESSURE_S:","877.10"
"1:26:20","9/3/17","DATA","PRESSURE_S:","877.50"
"1:26:23","9/3/17","DATA","PRESSURE_S:","876.66"
"1:26:27","9/3/17","DATA","PRESSURE_S:","876.88"
"1:26:30","9/3/17","DATA","PRESSURE_S:","877.22"
"1:26:34","9/3/17","DATA","PRESSURE_S:","877.34"
"1:26:37","9/3/17","DATA","PRESSURE_S:","877.46"
"1:26:41","9/3/17","DATA","PRESSURE_S:","877.86"
"1:26:44","9/3/17","DATA","PRESSURE_S:","877.08"
"1:26:48","9/3/17","DATA","PRESSURE_S:","876.96"
"1:26:51","9/3/17","DATA","PRESSURE_S:","876.46"
"1:26:55","9/3/17","DATA","PRESSURE_S:","876.18"
"1:26:58","9/3/17","DATA","PRESSURE_S:","876.42"
"1:27:02","9/3/17","DATA","PRESSURE_S:","877.44"
"1:27:05","9/3/17","DATA","PRESSURE_S:","877.70"
